customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
10047,46.0,Male,East,Graduate,Self-Employed,721616.5657677988,301142.7755079861,Home,596.635256400758,3,64,0.6388795134831093,2020-05-18,1
10048,,Female,West,Graduate,Salaried,,432747.11743535846,Business,,2,69,0.1522939433794732,2022-02-08,0
10049,40.0,Male,North,Graduate,Self-Employed,550101.5161472278,50000.0,Business,762.9426880611513,3,168,0.615349582486498,2021-04-29,0
10050,48.0,Male,South,Primary,Salaried,977717.6019335106,220743.13343229555,Car,642.45436805406,0,124,0.49849222027450935,2021-04-25,0
10051,27.0,Male,West,Secondary,Salaried,320965.07679396763,322996.7926017095,Education,,0,48,0.7709533138510212,2022-07-06,1
10052,64.0,Female,West,Secondary,Self-Employed,426019.0182272224,248372.93302365136,Business,,5,133,0.7346107888455125,2021-08-26,1
10053,28.0,Female,South,Graduate,Self-Employed,271123.3579266246,199338.81368601974,Business,514.3989842805563,2,113,0.43037772354624915,2020-08-22,1
10054,55.0,Male,South,Graduate,Self-Employed,563348.860497563,279978.6795986168,Other,597.3103446403452,2,57,0.8809637407478522,2019-03-15,1
10055,34.0,Male,West,Primary,Unemployed,,455628.5734705302,Car,590.9734578289228,4,89,0.5695266374060776,2022-06-18,1
10056,37.0,Male,North,Graduate,,796559.3757836095,505343.23604683887,Other,675.0055353859804,1,36,0.8709161068824013,2021-08-14,1
10057,56.0,Male,East,Graduate,Salaried,1063374.368487719,405753.1747010527,Business,477.7115992124165,1,25,0.6754111882355005,2020-09-13,1
10058,60.0,Female,South,Secondary,Self-Employed,972637.6829478675,533004.1891821552,Business,,2,189,0.42604075864731883,2020-03-31,0
10059,24.0,Female,East,Graduate,Self-Employed,294290.6336609833,219782.91435738507,Home,780.7650095762142,3,118,0.2870227286472023,2018-08-22,1
10060,,Male,West,Secondary,Unemployed,613339.9661314188,389517.6985791631,Other,691.9953835048723,2,141,0.4723270305761448,2020-12-24,1
10061,26.0,Female,East,Secondary,Salaried,793595.1194773995,147173.0188820804,Car,743.9998339205766,2,179,0.8488385581596408,2022-07-31,0
10062,62.0,Male,North,Post-Graduate,Salaried,767113.2524247166,739668.6672656772,Business,610.6919311932581,3,126,0.20418147578940574,2018-04-24,1
10063,24.0,Female,West,Secondary,Self-Employed,1178604.489788538,315022.059404241,Home,,0,100,0.46825354353738313,2021-05-07,0
10064,49.0,Female,North,Secondary,Salaried,545044.4420047676,420616.0396558225,Home,729.6960401321019,1,191,0.3775048954420429,2018-02-20,1
10065,38.0,Male,West,Graduate,Salaried,619523.081844311,50000.0,Education,,4,146,0.793818783093451,2021-05-26,1
10066,46.0,Female,North,Post-Graduate,,1160209.818576613,417200.1818868167,Car,714.6180169108485,2,162,0.7432464844594391,2019-01-09,0
10067,64.0,Male,West,Post-Graduate,Salaried,704979.2203914718,317054.8858544651,Home,526.429689024935,6,97,0.5417106376195445,2020-11-05,1
10068,54.0,Male,North,Graduate,,450725.93652665336,369615.7350291085,Car,524.3394342777125,6,67,0.4320545262305754,2021-12-31,1
10069,30.0,Male,West,Primary,,356301.9182376086,302035.8273036976,Business,730.7038143286228,2,27,0.6473441504206315,2023-02-05,1
10070,56.0,Male,North,Post-Graduate,Self-Employed,652268.6543942249,282030.4248823937,Education,763.381283366187,1,181,0.86246588824122,2018-07-09,0
10071,34.0,Female,West,Graduate,Salaried,866651.1722424901,253777.7138661123,Car,558.019790281193,2,99,0.1809292856972082,2022-11-05,1
10072,51.0,Female,North,Secondary,Salaried,863440.6625224543,286551.3633133924,Education,735.4544241065979,3,83,0.8190619529657426,2018-02-06,0
10073,35.0,Female,South,Graduate,Salaried,381962.69011518947,520241.2887685933,Car,703.4738642357395,0,186,0.3353843947270433,2019-03-21,1
10074,28.0,Female,East,Secondary,Self-Employed,625819.5715102364,244892.50658676794,Car,570.5088328507215,2,53,0.10337344974947467,2019-11-28,1
10075,34.0,Female,West,Primary,Salaried,487288.6504119459,638817.5630279277,Other,550.6455445771072,5,119,0.6928015054466627,2018-06-22,1
10076,43.0,Male,North,Graduate,Self-Employed,563015.8500990554,309206.53465836315,Education,577.8658309786965,0,175,0.7307400180263013,2021-09-17,1
10077,60.0,Female,South,Graduate,Self-Employed,826392.5989004527,509995.05446407106,Car,601.1276765614622,4,90,0.3438070392797135,2021-01-16,1
10078,41.0,Male,West,Secondary,Self-Employed,587520.897244436,471588.91586328886,Other,610.3305389114645,3,137,0.7227577700242599,2019-09-30,1
10079,36.0,Female,West,Secondary,Self-Employed,763118.1363598414,65484.46781602423,Other,490.7846660937431,3,19,0.7384147170412994,2022-12-14,1
10080,,Female,West,Graduate,Salaried,770606.8756153419,97219.8498851689,Education,601.2570576828687,1,72,0.6402431252744478,2021-07-01,0
10081,44.0,Male,East,Secondary,Salaried,447257.30227511947,198265.3840189159,Business,681.7924236056521,2,103,0.13091238474344813,2023-03-28,0
10082,46.0,Female,North,Secondary,Salaried,907233.456504252,68447.44420331626,Education,,2,55,0.6339348707311981,2019-01-21,0
10083,45.0,Female,North,Graduate,Salaried,326190.89484995074,238040.67210002983,Car,590.9370856530574,1,11,0.8459246617941488,2019-04-24,1
10084,61.0,Female,West,Post-Graduate,Self-Employed,284148.97221997747,304217.69333977316,Business,799.4270836496759,0,123,0.5962521680101224,2020-03-15,1
10085,49.0,Male,West,Graduate,Self-Employed,480622.26554874633,397291.4200183394,Education,652.0187089406804,3,157,0.39353877007872873,2020-08-07,1
10086,35.0,Male,West,Graduate,Salaried,356228.98170037335,327086.4621866518,Education,850.0,2,12,0.5507851934489557,2023-05-16,1
10087,21.0,Male,South,Graduate,Salaried,751326.0231952345,300785.967691089,Education,575.3259418590525,5,45,0.8945167137526027,2018-10-12,1
10088,45.0,Male,West,Graduate,Unemployed,1240874.9670320675,453561.1935079589,Education,686.1749510907063,2,14,0.478065708561794,2023-01-31,0
10089,27.0,Male,East,Secondary,Salaried,882016.3143473174,433482.47631275747,Business,641.2351183708366,0,29,0.7732405585541626,2020-01-18,0
10090,29.0,Female,North,Post-Graduate,Self-Employed,395752.8631645306,586176.1869666589,Car,,1,12,0.21082738632464784,2018-07-25,1
10091,44.0,Male,East,Secondary,Salaried,350498.20474213595,327993.5766131243,Other,736.1585900497039,1,12,0.14518472311748687,2019-01-10,1
10092,21.0,Female,West,Primary,Salaried,844367.4146737943,50000.0,Education,,1,109,0.41211826718563316,2020-07-24,0
10093,64.0,Female,South,Secondary,Self-Employed,304066.2995325604,364079.79264865216,Other,,3,79,0.21021806498570889,2018-04-23,1
10094,28.0,Female,West,Graduate,Salaried,353799.29985797935,640354.6820500484,Other,681.8443743115105,0,97,0.3644220229403191,2020-02-18,1
10095,44.0,Male,West,Primary,Self-Employed,692267.1740963936,453897.9140821789,Other,675.9745048512315,2,137,0.6723422570410704,2020-08-11,1
10096,31.0,Female,West,Primary,Unemployed,464527.923649558,488295.0104180739,Education,623.8680441330732,3,56,0.45639036424815893,2021-06-01,1
10097,37.0,Female,West,Graduate,Self-Employed,629833.193612571,314224.4809109594,Education,,2,111,0.3569714027529426,2018-10-03,1
10098,28.0,Male,West,Post-Graduate,Self-Employed,517366.7849780815,436970.4973389737,Education,649.8185244012894,1,46,0.8132031368296442,2022-09-26,1
10099,55.0,Male,North,Graduate,Salaried,593031.1633223402,496189.2798537202,Education,630.9303545565109,2,17,0.10754306030763826,2019-02-19,1
10100,55.0,Female,East,Secondary,Self-Employed,818604.036995683,249862.4527570629,Home,543.8559778508272,1,111,0.7512226775366583,2021-11-13,1
10101,53.0,Male,South,Primary,Self-Employed,755379.9657232205,224882.55755002864,Car,715.7655221305984,0,122,0.597015033106031,2018-12-18,0
10102,25.0,Male,West,Graduate,Unemployed,829250.3873187206,368205.45930390107,Home,654.4834198690404,1,116,0.13716456834397253,2020-12-09,0
10103,62.0,Male,South,Primary,Self-Employed,,445389.2295407207,Business,636.4172988623998,2,138,0.12732328985744631,2020-06-23,0
10104,59.0,Male,North,Graduate,Self-Employed,777107.1751249349,50000.0,Home,500.88551869800085,1,54,0.23752048370984113,2020-11-30,1
10105,61.0,Female,East,Secondary,Salaried,599455.7525867827,270783.09495364036,Home,681.7085942232333,2,19,0.8819246982425483,2022-03-15,0
10106,48.0,Male,West,Post-Graduate,Self-Employed,236379.91017814976,50000.0,Home,501.17196816047624,2,95,0.16856713370665705,2022-03-26,1
10107,27.0,Female,North,Secondary,Self-Employed,573158.8665002247,281613.4156766255,Car,664.108155177124,2,180,0.6910846059933006,2019-11-24,0
10108,29.0,Female,North,Secondary,Self-Employed,678981.7295966574,553442.1682389369,Other,735.2350436486313,2,96,0.42127372556583154,2020-05-17,1
10109,28.0,Female,East,Post-Graduate,Salaried,618555.2370322013,206397.24612023513,Business,816.2167560036735,1,178,0.28931652267895275,2018-06-26,0
10110,32.0,Female,West,Secondary,Unemployed,704976.1884027323,257087.35861929055,Business,656.6921052529844,2,21,0.5600035959735024,2019-02-14,0
10111,54.0,Female,East,Secondary,Salaried,1115244.1240397776,399290.3652041521,Car,825.8338693571305,1,17,0.39455024836453667,2021-02-05,0
10112,53.0,Male,East,Graduate,Salaried,474620.884186747,449067.80004632473,Home,723.268878276024,5,133,0.3481458263851409,2022-05-22,1
10113,43.0,Female,South,Secondary,Self-Employed,498786.21497104154,443424.99495912803,Other,697.2434902975939,0,54,0.29169781769616765,2018-02-05,1
10114,44.0,Female,South,Secondary,Self-Employed,902171.4757900685,305597.6927263225,Education,761.5895996169198,3,97,0.46625387598754386,2019-02-11,0
10115,57.0,Female,East,Secondary,Salaried,631142.6202560674,385570.02609261463,Car,783.9073515004379,1,138,0.23568398845086894,2018-12-16,1
10116,55.0,Female,South,Primary,Self-Employed,713661.970391432,378987.49902753014,Other,,4,163,0.7815581460844576,2021-04-05,1
10117,64.0,Male,North,Primary,Salaried,452045.7843927959,194438.14467057685,Car,635.891382758856,4,95,0.5733942010327734,2018-11-11,1
10118,60.0,Male,East,Graduate,Salaried,,50000.0,Car,596.3676857609814,2,116,0.15030519217503235,2022-12-20,1
10119,42.0,Female,West,Graduate,Salaried,298232.1326102378,165446.35921097605,Education,520.9055985358716,3,168,0.46563485608192856,2018-10-06,1
10120,47.0,Male,West,Secondary,Self-Employed,643097.608674406,515809.6371616833,Other,666.8065414299821,3,65,0.603672281515624,2020-07-27,1
10121,55.0,Female,North,Secondary,Salaried,355351.8653669098,631981.9777781095,Home,768.1316789447899,4,107,0.7892884120743738,2019-09-04,1
10122,21.0,Male,West,Post-Graduate,,324656.8755738509,286347.23906193365,Other,553.8285528915768,3,46,0.11878372291820033,2020-03-03,1
10123,55.0,Male,West,Post-Graduate,,765261.6422961936,510027.0071352286,Other,542.3413744633643,3,141,0.4650203421112815,2018-12-06,1
10124,57.0,Male,East,Secondary,Salaried,441315.3179074114,255390.27382295197,Home,829.7928552522619,5,81,0.6646727108399553,2020-12-19,1
10125,,Male,North,Graduate,Self-Employed,299940.0148296994,352354.9673572893,Education,624.3811303420173,0,130,0.2569022642444636,2018-04-12,1
10126,23.0,Female,East,Graduate,Self-Employed,,207869.25423787962,Other,477.9335784647355,2,181,0.2770767048683614,2022-08-24,1
10127,21.0,Male,North,Secondary,Self-Employed,827930.7214128656,452182.2806996446,Home,504.35545569970435,1,104,0.4917390103077528,2018-06-10,1
10128,25.0,Other,East,Primary,Salaried,573374.8041398259,204207.6170110028,Car,694.2662965822731,3,186,0.807595705025752,2020-09-24,0
10129,46.0,Female,East,Primary,Salaried,500167.408283341,166107.97514387156,Car,602.3932189350522,3,96,0.41861702737484097,2022-09-25,0
10130,34.0,Male,South,Graduate,Self-Employed,642865.4621732361,307012.6482460263,Home,697.8452763067531,2,177,0.48758914051830715,2020-03-25,0
10131,59.0,Female,West,Graduate,Salaried,,422514.9628185478,Car,627.829387276542,3,111,0.6086066073484242,2019-06-29,1
10132,47.0,Female,North,Graduate,Salaried,467666.2932685559,324547.9667862533,Other,,1,77,0.34862762153500687,2021-08-10,1
10133,29.0,Female,West,Primary,Salaried,516579.3382731717,229645.98975517956,Home,826.7289657898326,6,109,0.7936687860244962,2021-03-21,1
10134,,Male,South,Graduate,Salaried,782682.4205205218,165048.281757512,Other,631.3397854881007,6,136,0.8694876450633433,2022-01-20,1
10135,35.0,Female,North,Graduate,Unemployed,806193.3018683335,50000.0,Business,767.7463839427803,1,147,0.6202458993406396,2021-10-06,0
10136,46.0,Female,South,Post-Graduate,Self-Employed,390452.71614345314,231562.0369070096,Education,661.347507401458,5,79,0.6107809497261368,2020-05-19,1
10137,62.0,Male,West,Primary,Salaried,919918.4887480689,277062.9246301591,Education,534.932195971438,1,13,0.6388406250601865,2020-03-27,1
10138,33.0,Male,East,Graduate,Salaried,1102264.347450062,383094.08378476027,Education,847.6370967929068,0,30,0.25511764018592376,2022-10-17,0
10139,52.0,Female,South,Primary,Unemployed,527162.4864997044,124933.89339237509,Home,850.0,2,51,0.6858979429144423,2022-12-27,0
10140,59.0,Male,South,Graduate,Salaried,521169.8167133472,400228.1399605352,Business,634.686182933643,1,93,0.37758186542058014,2019-04-11,1
10141,52.0,Female,East,Graduate,Self-Employed,375443.4174378335,210876.2357387421,Education,,4,125,0.8946821327733684,2022-03-07,1
10142,,Male,West,Primary,Salaried,432853.00434207544,222934.41076772497,Other,773.9545727860341,1,143,0.7017341281648634,2020-12-17,0
10143,50.0,Female,South,Graduate,Self-Employed,680867.9404352794,487307.9649948756,Education,,1,20,0.5670132346370357,2022-10-20,1
10144,57.0,Female,West,Primary,Self-Employed,1179238.4741448895,50000.0,Business,746.6483863785709,1,128,0.8297885002915796,2020-06-02,0
10145,43.0,Male,East,Graduate,Salaried,782084.9296093637,115975.6591181616,Other,568.6200232534835,1,82,0.8760321745431023,2018-12-19,1
10146,59.0,Male,North,Secondary,Salaried,516965.3675018748,306846.83375348843,Other,833.3043633386976,5,149,0.7544595974512471,2020-08-12,1
10147,35.0,Female,South,Graduate,Salaried,493818.1984039864,299254.3506422008,Home,686.3448378558033,2,40,0.7052778043156476,2022-07-15,1
10148,63.0,Female,West,Post-Graduate,,434035.76617699617,50000.0,Home,725.0776359189077,0,168,0.14852541071734227,2021-03-13,0
10149,49.0,Female,East,Secondary,Salaried,864974.4146335984,225868.9426709917,Car,785.6495204909099,0,180,0.6648128108505468,2020-09-15,0
10150,56.0,Male,East,Graduate,,539191.6203984104,443702.27755990496,Business,731.8716468859859,1,195,0.3686037766325728,2019-10-18,1
10151,33.0,Male,South,Secondary,Salaried,713567.3016669414,125575.43494434579,Other,644.9339298413493,4,59,0.8439303154431959,2021-12-11,1
10152,,Male,North,Primary,Self-Employed,540813.2567990106,462112.8415347539,Business,822.0501877489952,4,107,0.5894105338547979,2021-08-11,1
10153,,Female,South,Graduate,Self-Employed,1129510.6279445402,192575.9614397562,Education,733.5123212599372,3,50,0.3965227678613281,2019-07-12,0
10154,42.0,Male,West,Graduate,Salaried,466452.9086223849,50000.0,Education,633.5350647219386,0,121,0.3711825102035218,2022-02-27,0
10155,48.0,Male,East,Post-Graduate,Salaried,,422862.82788594783,Car,499.67952406077467,1,122,0.5438651078743464,2019-02-26,1
10156,22.0,Female,North,Post-Graduate,Salaried,479569.90082265757,337603.766366243,Other,648.5441498929389,5,173,0.4931983531175963,2021-03-20,1
10157,62.0,Female,West,Graduate,Self-Employed,706002.472982496,80109.50615642004,Other,597.0462763231835,1,181,0.4127000301279513,2018-01-26,1
10158,26.0,Male,South,Graduate,Salaried,958673.642688626,218583.1530768872,Car,652.4570495099046,0,136,0.26676295851227794,2023-01-15,0
10159,48.0,Male,East,Graduate,Salaried,706541.8949708297,558744.4622555705,Education,585.8339144141346,1,75,0.737177870280328,2019-08-16,1
10160,48.0,Female,South,Secondary,Unemployed,776643.944995265,398752.85136666754,Other,688.4151531129028,2,122,0.4467287391265594,2022-06-26,0
10161,64.0,Female,North,Primary,Salaried,741895.112663802,467307.9088897841,Business,605.0915315248213,0,24,0.1791166219330621,2019-09-13,1
10162,64.0,Male,North,Secondary,Self-Employed,183745.84198462253,129252.34973631674,Other,792.7064068211889,1,43,0.16832290660877025,2018-10-07,1
10163,40.0,Female,North,Graduate,Salaried,595965.492866092,483791.767750048,Education,711.3902492299112,2,53,0.2904930870656678,2019-10-01,1
10164,50.0,Female,North,Graduate,Salaried,520727.3385455793,86407.04852704096,Other,603.4558119380548,6,170,0.5417835912477111,2019-09-11,1
10165,31.0,Male,North,Graduate,Salaried,564692.1771671613,91152.11979719938,Other,650.9070689687774,3,88,0.2183826298557195,2023-02-18,0
10166,48.0,Male,South,Primary,Self-Employed,394286.7249315415,425267.897022728,Home,700.8777282306536,2,108,0.27201363011342417,2021-04-08,1
10167,45.0,Female,North,Post-Graduate,Salaried,817076.954344408,100337.935657597,Other,499.7251936952845,0,101,0.5013625740050677,2021-02-23,1
10168,59.0,Female,North,Secondary,Self-Employed,612118.3542716893,527634.1431783193,Car,696.8323789118499,3,115,0.2742083143430237,2019-06-23,1
10169,53.0,Male,East,Graduate,Salaried,610607.9862426,112138.51831749259,Car,479.0340363601242,1,143,0.7864514777103497,2018-05-10,1
10170,21.0,Female,North,Primary,Salaried,563192.0692852682,154190.65077364634,Business,,1,127,0.5720068470765488,2022-07-10,0
10171,47.0,Female,East,Primary,Unemployed,442674.9963111556,472975.7345326112,Other,612.6998196343109,2,49,0.16866121244462873,2021-03-05,1
10172,,Male,East,Graduate,Salaried,154489.71118245996,206887.18353466666,Business,754.8942722939543,3,15,0.21190863048348457,2020-04-26,1
10173,61.0,Female,East,Post-Graduate,Salaried,667921.0045667704,419273.2236757606,Education,535.5110881422145,1,84,0.25613923344568923,2019-01-16,1
10174,23.0,Female,South,Secondary,Salaried,628396.3864408546,132992.04541056545,Education,707.4421941062071,0,23,0.6039154703938687,2019-11-12,0
10175,59.0,Male,South,Primary,Self-Employed,733560.4447681595,258509.88907116803,Home,532.6976080186554,3,132,0.18452032148925773,2018-05-21,1
10176,26.0,Male,West,Secondary,Self-Employed,618078.4600146218,411129.737438524,Home,620.5918674051987,0,14,0.1346317732429057,2018-04-01,1
10177,28.0,Male,West,Primary,Salaried,330177.5465358205,173141.38230698364,Other,746.7747198214342,2,54,0.6827683065154609,2019-10-24,0
10178,47.0,Female,East,Primary,Salaried,401300.8475115645,453409.02680369944,Other,711.6963178648682,3,196,0.48250133934839956,2023-03-26,1
10179,29.0,Other,South,Graduate,Self-Employed,934863.3539738823,245957.17386280827,Business,706.5534665446878,3,52,0.7790344912969986,2018-02-16,0
10180,57.0,Male,North,Post-Graduate,Unemployed,679734.0405177516,318013.67521869857,Business,614.6223591519511,4,190,0.7342862511130406,2018-10-30,1
10181,53.0,Female,West,Primary,Salaried,800804.0675509846,149600.62177023428,Other,545.4412576311818,3,164,0.31880616422304264,2019-07-31,1
10182,62.0,Female,South,Graduate,Self-Employed,,184445.73866411357,Other,,3,129,0.25380741774224547,2018-07-16,0
10183,64.0,Female,North,Secondary,Salaried,354068.0777039896,173378.6467150196,Home,557.9922546881083,1,78,0.5130476179638528,2019-02-17,1
10184,44.0,Male,North,Primary,Salaried,514873.78334733605,208654.00949704077,Home,587.7819139938815,0,57,0.16408330272064467,2018-12-01,1
10185,35.0,Male,South,Secondary,Salaried,770253.3219328898,531930.4577771791,Home,792.7358059466584,1,120,0.6062894037143223,2021-10-29,1
10186,52.0,Male,West,Graduate,Salaried,396116.2307463746,468118.48718993645,Other,707.8316159892646,0,82,0.10974352973543838,2020-03-08,1
10187,52.0,Female,South,Primary,Salaried,497938.77706699853,367769.9366533093,Business,513.6427636071223,1,120,0.7424841756816458,2020-02-01,1
10188,44.0,Male,West,Secondary,Unemployed,470158.2798759427,201207.26463904948,Car,648.9140508125786,1,34,0.8125577764019534,2018-10-29,0
10189,61.0,Female,East,Primary,Salaried,415470.57695058716,173688.15680868103,Car,634.1964495630311,2,145,0.8969603156946849,2021-07-09,0
10190,32.0,Male,South,Secondary,Salaried,567462.8186599775,154557.8561973349,Business,612.5361670963871,2,87,0.37528584936011355,2023-04-10,0
10191,59.0,Male,South,Primary,Salaried,478541.9759044631,254424.93938482524,Business,615.5778212869483,4,169,0.5495410167947635,2022-06-11,1
10192,22.0,Female,West,Post-Graduate,,500363.5667396262,342019.3821851229,Business,780.8533763897026,1,70,0.7903690578427132,2019-07-18,1
10193,23.0,Female,West,Graduate,,667115.8377789902,392140.7336412797,Home,849.4528398101404,6,96,0.4697112035302594,2020-10-25,1
10194,57.0,Male,South,Post-Graduate,Salaried,849522.0478744472,302161.2249873136,Education,645.7503197497712,0,10,0.3634069658218234,2019-12-27,0
10195,37.0,Male,North,Secondary,Salaried,791144.7599247352,384817.2181001803,Other,666.382366659878,1,120,0.13906010655386902,2022-04-26,0
10196,,Other,North,Secondary,Salaried,,440392.6957230964,Home,513.5844426994843,2,168,0.41525873192451623,2023-04-24,1
10197,22.0,Male,North,Secondary,Salaried,1009844.7078630768,244236.5898733908,Car,819.4664735999277,5,152,0.1631130641561919,2021-11-28,1
10198,,Male,East,Primary,Salaried,764752.0392834812,464757.02107635164,Other,584.1393405213545,1,79,0.390396841449305,2019-11-10,1
10199,43.0,Female,East,Graduate,,801125.0919193286,152439.9715069159,Business,607.7035301145196,8,153,0.37442560509699907,2018-01-30,1
